From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
TSPYL1	O88852	reviewed	TSYL1_MOUSE	Testis-specific Y-encoded-like protein 1 (TSPY-like protein 1)	Tspyl1 Tspyl	Mus musculus (Mouse)	379	chromatin binding [GO:0003682]; enzyme binding [GO:0019899]; histone binding [GO:0042393]
DHRS3	O88876	reviewed	DHRS3_MOUSE	Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (Retinal short-chain dehydrogenase/reductase 1) (retSDR1)	Dhrs3 Rsdr1	Mus musculus (Mouse)	302	NAD-retinol dehydrogenase activity [GO:0004745]; NADP-retinol dehydrogenase activity [GO:0052650]
OLFM1	O88998	reviewed	NOE1_MOUSE	Noelin (Neuronal olfactomedin-related ER localized protein) (Olfactomedin-1) (Pancortin)	Olfm1 Noe1 Noel Noel1	Mus musculus (Mouse)	485	
IER5	O89113	reviewed	IER5_MOUSE	Immediate early response gene 5 protein	Ier5	Mus musculus (Mouse)	308	identical protein binding [GO:0042802]
MYCN	P03966	reviewed	MYCN_MOUSE	N-myc proto-oncogene protein	Mycn Nmyc Nmyc1	Mus musculus (Mouse)	462	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; kinase binding [GO:0019900]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
PIM1	P06803	reviewed	PIM1_MOUSE	Serine/threonine-protein kinase pim-1 (EC 2.7.11.1)	Pim1 Pim-1	Mus musculus (Mouse)	313	ATP binding [GO:0005524]; manganese ion binding [GO:0030145]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activator activity [GO:0043539]; protein serine/threonine kinase activity [GO:0004674]; ribosomal small subunit binding [GO:0043024]
NCL	P09405	reviewed	NUCL_MOUSE	Nucleolin (Protein C23)	Ncl Nuc	Mus musculus (Mouse)	707	calcium ion binding [GO:0005509]; DNA topoisomerase binding [GO:0044547]; ErbB-4 class receptor binding [GO:1990631]; histone binding [GO:0042393]; identical protein binding [GO:0042802]; insulin receptor substrate binding [GO:0043560]; laminin binding [GO:0043236]; mRNA 5'-UTR binding [GO:0048027]; PH domain binding [GO:0042731]; RNA binding [GO:0003723]; rRNA primary transcript binding [GO:0042134]; selenocysteine insertion sequence binding [GO:0035368]; sequence-specific DNA binding [GO:0043565]; signaling receptor binding [GO:0005102]; single-stranded DNA binding [GO:0003697]; telomeric DNA binding [GO:0042162]
MYL3	P09542	reviewed	MYL3_MOUSE	Myosin light chain 3 (Myosin alkali light chain 1, ventricular/slow skeletal muscle isoform) (Myosin light chain 1, slow-twitch muscle B/ventricular isoform) (MLC1SB)	Myl3 Mlc1v Mylc	Mus musculus (Mouse)	204	actin monomer binding [GO:0003785]; calcium ion binding [GO:0005509]; cytoskeletal motor activity [GO:0003774]
HMGN2	P09602	reviewed	HMGN2_MOUSE	Non-histone chromosomal protein HMG-17 (High mobility group nucleosome-binding domain-containing protein 2)	Hmgn2 Hmg-17 Hmg17	Mus musculus (Mouse)	90	chromatin binding [GO:0003682]; nucleosomal DNA binding [GO:0031492]
SURF2	P09926	reviewed	SURF2_MOUSE	Surfeit locus protein 2 (Surf-2)	Surf2 Surf-2	Mus musculus (Mouse)	257	
CCNO	P0C242	reviewed	CCNO_MOUSE	Cyclin-O	Ccno	Mus musculus (Mouse)	352	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]
ATXN1L	P0C7T6	reviewed	ATX1L_MOUSE	Ataxin-1-like (Brother of ataxin-1)	Atxn1l Boat	Mus musculus (Mouse)	687	DNA binding [GO:0003677]; POZ domain binding [GO:0031208]; RNA binding [GO:0003723]
MNDA	P0DOV1	reviewed	IFI5B_MOUSE	Interferon-activable protein 205-B (Ifi-205-B) (Interferon-inducible protein p205-B) (Myeloid cell nuclear differentiation antigen) (Protein D3)	Mnda Ifi205b	Mus musculus (Mouse)	425	double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; ubiquitin protein ligase binding [GO:0031625]
CTSB	P10605	reviewed	CATB_MOUSE	Cathepsin B (EC 3.4.22.1) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	Ctsb	Mus musculus (Mouse)	339	collagen binding [GO:0005518]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; endopeptidase activity [GO:0004175]; kininogen binding [GO:0030984]; peptidase activity [GO:0008233]; peptide binding [GO:0042277]; protein self-association [GO:0043621]; protein-containing complex binding [GO:0044877]; proteoglycan binding [GO:0043394]
TCEA1	P10711	reviewed	TCEA1_MOUSE	Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1) (Transcription elongation factor TFIIS.o)	Tcea1 Tceat	Mus musculus (Mouse)	301	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
SUB1	P11031	reviewed	TCP4_MOUSE	Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (Single-stranded DNA-binding protein p9) (p14)	Sub1 Pc4 Rpo2tc1	Mus musculus (Mouse)	127	DNA helicase activity [GO:0003678]; DNA-binding transcription factor binding [GO:0140297]; identical protein binding [GO:0042802]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; single-stranded DNA binding [GO:0003697]; transcription coactivator activity [GO:0003713]
PARP1	P11103	reviewed	PARP1_MOUSE	Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (msPARP) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-) [Cleaved into: Poly [ADP-ribose] polymerase 1, processed C-terminus (Poly [ADP-ribose] polymerase 1, 89-kDa form); Poly [ADP-ribose] polymerase 1, processed N-terminus (Poly [ADP-ribose] polymerase 1, 24-kDa form)]	Parp1 Adprp Adprt Adprt1	Mus musculus (Mouse)	1013	chromatin binding [GO:0003682]; damaged DNA binding [GO:0003684]; DNA binding [GO:0003677]; enzyme binding [GO:0019899]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; NAD binding [GO:0051287]; NAD DNA ADP-ribosyltransferase activity [GO:0140294]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; NAD+- protein-aspartate ADP-ribosyltransferase activity [GO:0140806]; NAD+-histone H2BE35 glutamate ADP-ribosyltransferase activity [GO:0140822]; NAD+-histone H2BS6 serine ADP-ribosyltransferase activity [GO:0140816]; NAD+-histone H3S10 serine ADP-ribosyltransferase activity [GO:0140817]; NAD+-protein ADP-ribosyltransferase activity [GO:1990404]; NAD+-protein-glutamate ADP-ribosyltransferase activity [GO:0140807]; NAD+-protein-histidine ADP-ribosyltransferase activity [GO:0140815]; NAD+-protein-serine ADP-ribosyltransferase activity [GO:0140805]; NAD+-protein-tyrosine ADP-ribosyltransferase activity [GO:0140808]; nuclear estrogen receptor binding [GO:0030331]; nucleosome binding [GO:0031491]; nucleotidyltransferase activity [GO:0016779]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; R-SMAD binding [GO:0070412]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription regulator activator activity [GO:0140537]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]
RARA	P11416	reviewed	RARA_MOUSE	Retinoic acid receptor alpha (RAR-alpha) (Nuclear receptor subfamily 1 group B member 1)	Rara Nr1b1	Mus musculus (Mouse)	462	alpha-actinin binding [GO:0051393]; chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity [GO:0001217]; enzyme binding [GO:0019899]; heterocyclic compound binding [GO:1901363]; histone deacetylase binding [GO:0042826]; mRNA 5'-UTR binding [GO:0048027]; mRNA regulatory element binding translation repressor activity [GO:0000900]; nuclear receptor activity [GO:0004879]; protein domain specific binding [GO:0019904]; protein kinase A binding [GO:0051018]; protein kinase B binding [GO:0043422]; retinoic acid binding [GO:0001972]; retinoic acid-responsive element binding [GO:0044323]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; signaling receptor binding [GO:0005102]; transcription cis-regulatory region binding [GO:0000976]; transcription coactivator binding [GO:0001223]; zinc ion binding [GO:0008270]
GAS2	P11862	reviewed	GAS2_MOUSE	Growth arrest-specific protein 2 (GAS-2)	Gas2 Gas-2	Mus musculus (Mouse)	314	actin filament binding [GO:0051015]; cytoskeletal anchor activity [GO:0008093]; microtubule binding [GO:0008017]
PFKL	P12382	reviewed	PFKAL_MOUSE	ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)	Pfkl Pfk-l Pfkb	Mus musculus (Mouse)	780	6-phosphofructokinase activity [GO:0003872]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; fructose binding [GO:0070061]; fructose-6-phosphate binding [GO:0070095]; identical protein binding [GO:0042802]; kinase binding [GO:0019900]; metal ion binding [GO:0046872]; monosaccharide binding [GO:0048029]
RPL7A	P12970	reviewed	RL7A_MOUSE	Large ribosomal subunit protein eL8 (60S ribosomal protein L7a) (Surfeit locus protein 3)	Rpl7a Surf-3 Surf3	Mus musculus (Mouse)	266	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
RPL7	P14148	reviewed	RL7_MOUSE	Large ribosomal subunit protein uL30 (60S ribosomal protein L7)	Rpl7	Mus musculus (Mouse)	270	5S rRNA binding [GO:0008097]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
BPGM	P15327	reviewed	PMGE_MOUSE	Bisphosphoglycerate mutase (BPGM) (EC 5.4.2.4) (2,3-bisphosphoglycerate mutase, erythrocyte) (2,3-bisphosphoglycerate synthase) (EC 5.4.2.11) (BPG-dependent PGAM)	Bpgm	Mus musculus (Mouse)	259	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity [GO:0046538]; bisphosphoglycerate mutase activity [GO:0004082]; hydrolase activity [GO:0016787]
SRP14	P16254	reviewed	SRP14_MOUSE	Signal recognition particle 14 kDa protein (SRP14)	Srp14	Mus musculus (Mouse)	110	7S RNA binding [GO:0008312]; endoplasmic reticulum signal peptide binding [GO:0030942]
ZFX	P17012	reviewed	ZFX_MOUSE	Zinc finger X-chromosomal protein	Zfx	Mus musculus (Mouse)	799	chromatin insulator sequence binding [GO:0043035]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
HMGA1	P17095	reviewed	HMGA1_MOUSE	High mobility group protein HMG-I/HMG-Y (HMG-I(Y)) (High mobility group AT-hook protein 1) (High mobility group protein A1)	Hmga1 Hmgi Hmgiy	Mus musculus (Mouse)	107	5'-deoxyribose-5-phosphate lyase activity [GO:0051575]; chromatin binding [GO:0003682]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; D-loop DNA binding [GO:0062037]; DNA binding [GO:0003677]; DNA binding, bending [GO:0008301]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; enzyme binding [GO:0019899]; minor groove of adenine-thymine-rich DNA binding [GO:0003680]; molecular adaptor activity [GO:0060090]; molecular function activator activity [GO:0140677]; nuclear receptor coactivator activity [GO:0030374]; nuclear retinoic acid receptor binding [GO:0042974]; nuclear retinoid X receptor binding [GO:0046965]; peroxisome proliferator activated receptor binding [GO:0042975]; RNA binding [GO:0003723]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; structural constituent of chromatin [GO:0030527]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; transcription coregulator binding [GO:0001221]
SELENBP1	P17563	reviewed	SBP1_MOUSE	Methanethiol oxidase (MTO) (EC 1.8.3.4) (56 kDa selenium-binding protein) (SBP56) (SP56) (Selenium-binding protein 1)	Selenbp1 Lpsb	Mus musculus (Mouse)	472	methanethiol oxidase activity [GO:0018549]; selenium binding [GO:0008430]
NPR1	P18293	reviewed	ANPRA_MOUSE	Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)	Npr1 Npra	Mus musculus (Mouse)	1057	adenylate cyclase activity [GO:0004016]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; hormone binding [GO:0042562]; natriuretic peptide receptor activity [GO:0016941]; peptide hormone binding [GO:0017046]; peptide receptor activity [GO:0001653]; protein kinase activity [GO:0004672]
RPS6KA3	P18654	reviewed	KS6A3_MOUSE	Ribosomal protein S6 kinase alpha-3 (S6K-alpha-3) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 3) (p90-RSK 3) (p90RSK3) (MAP kinase-activated protein kinase 1b) (MAPK-activated protein kinase 1b) (MAPKAP kinase 1b) (MAPKAPK-1b) (Ribosomal S6 kinase 2) (RSK-2) (pp90RSK2)	Rps6ka3 Mapkapk1b Rps6ka-rs1 Rsk2	Mus musculus (Mouse)	740	ATP binding [GO:0005524]; cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]; magnesium ion binding [GO:0000287]; protein kinase binding [GO:0019901]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; ribosomal protein S6 kinase activity [GO:0004711]
RPL13A	P19253	reviewed	RL13A_MOUSE	Large ribosomal subunit protein uL13 (60S ribosomal protein L13a) (Transplantation antigen P198) (Tum-P198 antigen)	Rpl13a P198 Tstap198-7	Mus musculus (Mouse)	203	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]
TNFRSF9	P20334	reviewed	TNR9_MOUSE	Tumor necrosis factor receptor superfamily member 9 (4-1BB ligand receptor) (T-cell antigen 4-1BB) (CD antigen CD137)	Tnfrsf9 Cd137 Ila Ly63	Mus musculus (Mouse)	256	signaling receptor activity [GO:0038023]
ANG	P21570	reviewed	ANGI_MOUSE	Angiogenin (EC 3.1.27.-) (Angiogenin-1) (Ribonuclease 5) (RNase 5)	Ang Ang1 Rnase5 Rnase5a	Mus musculus (Mouse)	145	actin binding [GO:0003779]; copper ion binding [GO:0005507]; DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; heparin binding [GO:0008201]; peptide binding [GO:0042277]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; RNA nuclease activity [GO:0004540]; signaling receptor binding [GO:0005102]; tRNA-specific ribonuclease activity [GO:0004549]
GADD45B	P22339	reviewed	GA45B_MOUSE	Growth arrest and DNA damage-inducible protein GADD45 beta (Myeloid differentiation primary response protein MyD118) (Negative growth regulatory protein MyD118)	Gadd45b Myd118	Mus musculus (Mouse)	160	
EDN1	P22387	reviewed	EDN1_MOUSE	Endothelin-1 (ET-1) (Preproendothelin-1) (PPET1) [Cleaved into: Big endothelin-1]	Edn1	Mus musculus (Mouse)	202	cytokine activity [GO:0005125]; endothelin A receptor binding [GO:0031707]; endothelin B receptor binding [GO:0031708]; hormone activity [GO:0005179]; receptor ligand activity [GO:0048018]; signaling receptor binding [GO:0005102]
HSD3B1	P24815	reviewed	3BHS1_MOUSE	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1 (3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type I) (3-beta-HSD I) (3-beta-hydroxy-5-ene steroid dehydrogenase) (3-beta-hydroxy-Delta(5)-steroid dehydrogenase) (EC 1.1.1.145) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Delta-5-3-ketosteroid isomerase) (Dihydrotestosterone oxidoreductase) (EC 1.1.1.210) (Steroid Delta-isomerase) (EC 5.3.3.1)	Hsd3b1 Hsd3b	Mus musculus (Mouse)	373	3-beta-hydroxy-delta5-steroid dehydrogenase activity [GO:0003854]; 3-keto sterol reductase activity [GO:0000253]; 5alpha-androstane-3beta,17beta-diol dehydrogenase activity [GO:0047024]; cholesterol dehydrogenase activity [GO:0102294]; dihydrotestosterone 17-beta-dehydrogenase activity [GO:0035410]; NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; steroid binding [GO:0005496]; steroid delta-isomerase activity [GO:0004769]
BMI1	P25916	reviewed	BMI1_MOUSE	Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4)	Bmi1 Bmi-1 Pcgf4	Mus musculus (Mouse)	324	chromatin binding [GO:0003682]; promoter-specific chromatin binding [GO:1990841]; RING-like zinc finger domain binding [GO:0071535]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; ubiquitin-protein transferase activator activity [GO:0097027]; zinc ion binding [GO:0008270]
HSD3B2	P26149	reviewed	3BHS2_MOUSE	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2 (3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type II) (3-beta-HSD II) [Includes: 3-beta-hydroxy-Delta(5)-steroid dehydrogenase (EC 1.1.1.145) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid Delta-isomerase (EC 5.3.3.1) (Delta-5-3-ketosteroid isomerase)]	Hsd3b2	Mus musculus (Mouse)	373	3-beta-hydroxy-delta5-steroid dehydrogenase activity [GO:0003854]; cholesterol dehydrogenase activity [GO:0102294]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; steroid delta-isomerase activity [GO:0004769]
RPL3	P27659	reviewed	RL3_MOUSE	Large ribosomal subunit protein uL3 (60S ribosomal protein L3) (J1 protein)	Rpl3	Mus musculus (Mouse)	403	5S rRNA binding [GO:0008097]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
GABRG3	P27681	reviewed	GBRG3_MOUSE	Gamma-aminobutyric acid receptor subunit gamma-3 (GABA(A) receptor subunit gamma-3)	Gabrg3	Mus musculus (Mouse)	467	chloride channel activity [GO:0005254]; GABA-A receptor activity [GO:0004890]; GABA-gated chloride ion channel activity [GO:0022851]; inhibitory extracellular ligand-gated monoatomic ion channel activity [GO:0005237]; transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]
HOXD9	P28357	reviewed	HXD9_MOUSE	Homeobox protein Hox-D9 (Homeobox protein Hox-4.4) (Homeobox protein Hox-5.2)	Hoxd9 Hox-4.4 Hoxd-9	Mus musculus (Mouse)	339	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]
DUSP1	P28563	reviewed	DUS1_MOUSE	Dual specificity protein phosphatase 1 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 1) (MAP kinase phosphatase 1) (MKP-1) (Protein-tyrosine phosphatase 3CH134) (Protein-tyrosine phosphatase ERP)	Dusp1 3ch134 Mkp1 Ptpn10 Ptpn16	Mus musculus (Mouse)	367	growth factor binding [GO:0019838]; MAP kinase tyrosine phosphatase activity [GO:0033550]; MAP kinase tyrosine/serine/threonine phosphatase activity [GO:0017017]; mitogen-activated protein kinase binding [GO:0051019]; myosin phosphatase activity [GO:0017018]; protein serine/threonine phosphatase activity [GO:0004722]; protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine/threonine phosphatase activity [GO:0008330]
