From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
LRP10	O75096	reviewed	LRP4_HUMAN	Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)	LRP4 KIAA0816 LRP10 MEGF7	Homo sapiens (Human)	1905	apolipoprotein binding [GO:0034185]; calcium ion binding [GO:0005509]; coreceptor activity [GO:0015026]; protein homodimerization activity [GO:0042803]; receptor tyrosine kinase binding [GO:0030971]; scaffold protein binding [GO:0097110]
GADD45B	O75293	reviewed	GA45B_HUMAN	Growth arrest and DNA damage-inducible protein GADD45 beta (Myeloid differentiation primary response protein MyD118) (Negative growth regulatory protein MyD118)	GADD45B MYD118	Homo sapiens (Human)	160	
TBCA	O75347	reviewed	TBCA_HUMAN	Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA)	TBCA	Homo sapiens (Human)	108	beta-tubulin binding [GO:0048487]; protein-folding chaperone binding [GO:0051087]; RNA binding [GO:0003723]; tubulin binding [GO:0015631]
ATP6V1G1	O75348	reviewed	VATG1_HUMAN	V-type proton ATPase subunit G 1 (V-ATPase subunit G 1) (V-ATPase 13 kDa subunit 1) (Vacuolar proton pump subunit G 1) (Vacuolar proton pump subunit M16)	ATP6V1G1 ATP6G ATP6G1 ATP6J	Homo sapiens (Human)	118	ATP hydrolysis activity [GO:0016887]; ATPase binding [GO:0051117]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
TULP3	O75386	reviewed	TULP3_HUMAN	Tubby-related protein 3 (Tubby-like protein 3)	TULP3 TUBL3	Homo sapiens (Human)	442	enzyme binding [GO:0019899]; G protein-coupled receptor binding [GO:0001664]; intraciliary transport particle A binding [GO:0120160]; phosphatidylinositol binding [GO:0035091]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; protein-containing complex binding [GO:0044877]
MTX2	O75431	reviewed	MTX2_HUMAN	Metaxin-2 (Mitochondrial outer membrane import complex protein 2)	MTX2	Homo sapiens (Human)	263	
HSBP1	O75506	reviewed	HSBP1_HUMAN	Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13)	HSBP1 HSF1BP	Homo sapiens (Human)	76	identical protein binding [GO:0042802]; transcription corepressor activity [GO:0003714]
JRK	O75564	reviewed	JERKY_HUMAN	Jerky protein homolog	JRK JH8	Homo sapiens (Human)	556	DNA binding [GO:0003677]; mRNA binding [GO:0003729]
NPM3	O75607	reviewed	NPM3_HUMAN	Nucleoplasmin-3	NPM3	Homo sapiens (Human)	178	chromatin binding [GO:0003682]; histone binding [GO:0042393]; RNA binding [GO:0003723]
DEDD	O75618	reviewed	DEDD_HUMAN	Death effector domain-containing protein (DEDPro1) (Death effector domain-containing testicular molecule) (FLDED-1)	DEDD DEDPRO1 DEFT KE05	Homo sapiens (Human)	318	DNA binding [GO:0003677]
PRDM1	O75626	reviewed	PRDM1_HUMAN	PR domain zinc finger protein 1 (EC 2.1.1.-) (BLIMP-1) (Beta-interferon gene positive regulatory domain I-binding factor) (PR domain-containing protein 1) (Positive regulatory domain I-binding factor 1) (PRDI-BF1) (PRDI-binding factor 1)	PRDM1 BLIMP1	Homo sapiens (Human)	825	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; histone methyltransferase binding [GO:1990226]; metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]; promoter-specific chromatin binding [GO:1990841]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
SURF6	O75683	reviewed	SURF6_HUMAN	Surfeit locus protein 6	SURF6 SURF-6	Homo sapiens (Human)	361	DNA binding [GO:0003677]; RNA binding [GO:0003723]
PPM1B	O75688	reviewed	PPM1B_HUMAN	Protein phosphatase 1B (EC 3.1.3.16) (Protein phosphatase 2C isoform beta) (PP2C-beta)	PPM1B PP2CB	Homo sapiens (Human)	479	magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; myosin phosphatase activity [GO:0017018]; protein serine/threonine phosphatase activity [GO:0004722]
UTP20	O75691	reviewed	UTP20_HUMAN	Small subunit processome component 20 homolog (Down-regulated in metastasis protein) (Novel nucleolar protein 73) (NNP73) (Protein Key-1A6)	UTP20 DRIM	Homo sapiens (Human)	2785	RNA binding [GO:0003723]
POP7	O75817	reviewed	POP7_HUMAN	Ribonuclease P protein subunit p20 (RNaseP protein p20) (Ribonucleases P/MRP protein subunit POP7 homolog) (hPOP7)	POP7 RPP20	Homo sapiens (Human)	140	ribonuclease P activity [GO:0004526]; ribonuclease P RNA binding [GO:0033204]; RNA binding [GO:0003723]
DGAT1	O75907	reviewed	DGAT1_HUMAN	Diacylglycerol O-acyltransferase 1 (EC 2.3.1.20) (ACAT-related gene product 1) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diglyceride acyltransferase)	DGAT1 AGRP1 DGAT	Homo sapiens (Human)	488	2-acylglycerol O-acyltransferase activity [GO:0003846]; acyltransferase activity [GO:0016746]; diacylglycerol O-acyltransferase activity [GO:0004144]; identical protein binding [GO:0042802]; retinol O-fatty-acyltransferase activity [GO:0050252]
DHRS3	O75911	reviewed	DHRS3_HUMAN	Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (DD83.1) (Retinal short-chain dehydrogenase/reductase 1) (retSDR1) (Retinol dehydrogenase 17) (Short chain dehydrogenase/reductase family 16C member 1)	DHRS3 RDH17 SDR16C1 UNQ2424/PRO4983	Homo sapiens (Human)	302	electron transfer activity [GO:0009055]; NAD-retinol dehydrogenase activity [GO:0004745]; NADP-retinol dehydrogenase activity [GO:0052650]; nucleotide binding [GO:0000166]
DCTN3	O75935	reviewed	DCTN3_HUMAN	Dynactin subunit 3 (Dynactin complex subunit 22 kDa subunit) (p22)	DCTN3 DCTN22	Homo sapiens (Human)	186	structural molecule activity [GO:0005198]
DFFB	O76075	reviewed	DFFB_HUMAN	DNA fragmentation factor subunit beta (EC 3.-.-.-) (Caspase-activated deoxyribonuclease) (CAD) (Caspase-activated DNase) (Caspase-activated nuclease) (CPAN) (DNA fragmentation factor 40 kDa subunit) (DFF-40)	DFFB CAD DFF2 DFF40	Homo sapiens (Human)	338	disordered domain specific binding [GO:0097718]; DNA binding [GO:0003677]; DNA endonuclease activity [GO:0004520]; DNA nuclease activity [GO:0004536]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; protein domain specific binding [GO:0019904]
DDAH1	O94760	reviewed	DDAH1_HUMAN	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DDAH-1) (Dimethylarginine dimethylaminohydrolase 1) (EC 3.5.3.18) (DDAHI) (Dimethylargininase-1)	DDAH1 DDAH	Homo sapiens (Human)	285	amino acid binding [GO:0016597]; catalytic activity [GO:0003824]; dimethylargininase activity [GO:0016403]; metal ion binding [GO:0046872]
TOX4	O94842	reviewed	TOX4_HUMAN	TOX high mobility group box family member 4 (Epidermal Langerhans cell protein LCP1)	TOX4 C14orf92 KIAA0737	Homo sapiens (Human)	621	chromatin DNA binding [GO:0031490]
SOGA1	O94964	reviewed	MTCL2_HUMAN	Microtubule cross-linking factor 2 (SOGA family member 1) (Suppressor of glucose by autophagy) (Suppressor of glucose, autophagy-associated protein 1) [Cleaved into: N-terminal form; C-terminal 80 kDa form (80-kDa SOGA fragment)]	MTCL2 C20orf117 KIAA0889 SOGA SOGA1	Homo sapiens (Human)	1661	
FAM13A	O94988	reviewed	FA13A_HUMAN	Protein FAM13A	FAM13A FAM13A1 KIAA0914	Homo sapiens (Human)	1023	GTPase activator activity [GO:0005096]
SPDEF	O95238	reviewed	SPDEF_HUMAN	SAM pointed domain-containing Ets transcription factor (Prostate epithelium-specific Ets transcription factor) (Prostate-specific Ets) (Prostate-derived Ets factor)	SPDEF PDEF PSE	Homo sapiens (Human)	335	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]
SNAPIN	O95295	reviewed	SNAPN_HUMAN	SNARE-associated protein Snapin (Biogenesis of lysosome-related organelles complex 1 subunit 7) (BLOC-1 subunit 7) (Synaptosomal-associated protein 25-binding protein) (SNAP-associated protein)	SNAPIN BLOC1S7 SNAP25BP SNAPAP	Homo sapiens (Human)	136	SNARE binding [GO:0000149]
SMC2	O95347	reviewed	SMC2_HUMAN	Structural maintenance of chromosomes protein 2 (SMC protein 2) (SMC-2) (Chromosome-associated protein E) (hCAP-E) (XCAP-E homolog)	SMC2 CAPE SMC2L1 PRO0324	Homo sapiens (Human)	1197	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; single-stranded DNA binding [GO:0003697]
TGDS	O95455	reviewed	TGDS_HUMAN	dTDP-D-glucose 4,6-dehydratase (EC 4.2.1.46)	TGDS	Homo sapiens (Human)	350	dTDP-glucose 4,6-dehydratase activity [GO:0008460]
NSA2	O95478	reviewed	NSA2_HUMAN	Ribosome biogenesis protein NSA2 homolog (Hairy cell leukemia protein 1) (TGF-beta-inducible nuclear protein 1)	NSA2 TINP1 HUSSY-29	Homo sapiens (Human)	260	RNA binding [GO:0003723]
ACSL3	O95573	reviewed	ACSL3_HUMAN	Fatty acid CoA ligase Acsl3 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 3) (LACS 3) (Long-chain-fatty-acid--CoA ligase 3) (EC 6.2.1.3) (Medium-chain acyl-CoA ligase Acsl3) (EC 6.2.1.2)	ACSL3 ACS3 FACL3 LACS3	Homo sapiens (Human)	720	arachidonate-CoA ligase activity [GO:0047676]; ATP binding [GO:0005524]; long-chain fatty acid-CoA ligase activity [GO:0004467]; medium-chain fatty acid-CoA ligase activity [GO:0031956]; palmitoyl-CoA ligase activity [GO:0090433]; protein domain specific binding [GO:0019904]; protein kinase binding [GO:0019901]
ECEL1	O95672	reviewed	ECEL1_HUMAN	Endothelin-converting enzyme-like 1 (EC 3.4.24.-) (Xce protein)	ECEL1 XCE UNQ2431/PRO4991	Homo sapiens (Human)	775	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]
PPP1R3D	O95685	reviewed	PPR3D_HUMAN	Protein phosphatase 1 regulatory subunit 3D (Protein phosphatase 1 regulatory subunit 6) (PP1 subunit R6) (Protein phosphatase 1-binding subunit R6)	PPP1R3D PPP1R6	Homo sapiens (Human)	299	glycogen binding [GO:2001069]; protein phosphatase 1 binding [GO:0008157]; protein serine/threonine phosphatase activity [GO:0004722]
POP4	O95707	reviewed	RPP29_HUMAN	Ribonuclease P protein subunit p29 (hPOP4)	POP4 RPP29	Homo sapiens (Human)	220	ribonuclease P activity [GO:0004526]; ribonuclease P RNA binding [GO:0033204]
LDOC1	O95751	reviewed	LDOC1_HUMAN	Protein LDOC1 (Leucine zipper protein down-regulated in cancer cells)	LDOC1 BCUR1	Homo sapiens (Human)	146	
NUDT14	O95848	reviewed	NUD14_HUMAN	Uridine diphosphate glucose pyrophosphatase NUDT14 (UDPG pyrophosphatase) (UGPPase) (EC 3.6.1.45) (Nucleoside diphosphate-linked moiety X motif 14) (Nudix motif 14)	NUDT14 UGPP	Homo sapiens (Human)	222	ADP-ribose diphosphatase activity [GO:0047631]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; UDP-sugar diphosphatase activity [GO:0008768]
TTLL1	O95922	reviewed	TTLL1_HUMAN	Polyglutamylase complex subunit TTLL1 (EC 6.3.2.-) (Tubulin polyglutamylase TTLL1) (Tubulin polyglutamylase complex subunit 3) (PGs3) (Tubulin--tyrosine ligase-like protein 1)	TTLL1 C22orf7	Homo sapiens (Human)	423	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; tubulin binding [GO:0015631]; tubulin-glutamic acid ligase activity [GO:0070740]
PTTG1	O95997	reviewed	PTTG1_HUMAN	Securin (Esp1-associated protein) (Pituitary tumor-transforming gene 1 protein) (Tumor-transforming protein 1) (hPTTG)	PTTG1 EAP1 PTTG TUTR1	Homo sapiens (Human)	202	cysteine-type endopeptidase inhibitor activity [GO:0004869]; molecular function activator activity [GO:0140677]; SH3 domain binding [GO:0017124]
DNAL4	O96015	reviewed	DNAL4_HUMAN	Dynein axonemal light chain 4	DNAL4	Homo sapiens (Human)	105	identical protein binding [GO:0042802]; microtubule motor activity [GO:0003777]
EGFR	P00533	reviewed	EGFR_HUMAN	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	EGFR ERBB ERBB1 HER1	Homo sapiens (Human)	1210	actin filament binding [GO:0051015]; ATP binding [GO:0005524]; ATPase binding [GO:0051117]; cadherin binding [GO:0045296]; calmodulin binding [GO:0005516]; chromatin binding [GO:0003682]; double-stranded DNA binding [GO:0003690]; enzyme binding [GO:0019899]; epidermal growth factor binding [GO:0048408]; epidermal growth factor receptor activity [GO:0005006]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; kinase binding [GO:0019900]; MAP kinase kinase kinase activity [GO:0004709]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; protein tyrosine kinase activator activity [GO:0030296]; protein tyrosine kinase activity [GO:0004713]; transmembrane receptor protein tyrosine kinase activator activity [GO:0030297]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; transmembrane signaling receptor activity [GO:0004888]; ubiquitin protein ligase binding [GO:0031625]; virus receptor activity [GO:0001618]
APOC3	P02656	reviewed	APOC3_HUMAN	Apolipoprotein C-III (Apo-CIII) (ApoC-III) (Apolipoprotein C3)	APOC3	Homo sapiens (Human)	99	cholesterol binding [GO:0015485]; enzyme regulator activity [GO:0030234]; high-density lipoprotein particle receptor binding [GO:0070653]; lipase inhibitor activity [GO:0055102]; phospholipid binding [GO:0005543]
ANG	P03950	reviewed	ANGI_HUMAN	Angiogenin (EC 3.1.27.-) (Ribonuclease 5) (RNase 5)	ANG RNASE5	Homo sapiens (Human)	147	actin binding [GO:0003779]; copper ion binding [GO:0005507]; DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; heparin binding [GO:0008201]; peptide binding [GO:0042277]; protein homodimerization activity [GO:0042803]; RNA endonuclease activity [GO:0004521]; RNA nuclease activity [GO:0004540]; rRNA binding [GO:0019843]; signaling receptor binding [GO:0005102]
CSTB	P04080	reviewed	CYTB_HUMAN	Cystatin-B (CPI-B) (Liver thiol proteinase inhibitor) (Stefin-B)	CSTB CST6 STFB	Homo sapiens (Human)	98	cysteine-type endopeptidase inhibitor activity [GO:0004869]; endopeptidase inhibitor activity [GO:0004866]; protease binding [GO:0002020]; RNA binding [GO:0003723]
MYCN	P04198	reviewed	MYCN_HUMAN	N-myc proto-oncogene protein (Class E basic helix-loop-helix protein 37) (bHLHe37)	MYCN BHLHE37 NMYC	Homo sapiens (Human)	464	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; kinase binding [GO:0019900]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
HMGN2	P05204	reviewed	HMGN2_HUMAN	Non-histone chromosomal protein HMG-17 (High mobility group nucleosome-binding domain-containing protein 2)	HMGN2 HMG17	Homo sapiens (Human)	90	chromatin binding [GO:0003682]; nucleosomal DNA binding [GO:0031492]; RNA binding [GO:0003723]
EDN1	P05305	reviewed	EDN1_HUMAN	Endothelin-1 (Preproendothelin-1) (PPET1) [Cleaved into: Endothelin-1 (ET-1); Big endothelin-1]	EDN1	Homo sapiens (Human)	212	cytokine activity [GO:0005125]; endothelin A receptor binding [GO:0031707]; endothelin B receptor binding [GO:0031708]; hormone activity [GO:0005179]
RRP1	P05386	reviewed	RLA1_HUMAN	Large ribosomal subunit protein P1 (60S acidic ribosomal protein P1)	RPLP1 RRP1	Homo sapiens (Human)	114	protein kinase activator activity [GO:0030295]; ribonucleoprotein complex binding [GO:0043021]; structural constituent of ribosome [GO:0003735]
BPGM	P07738	reviewed	PMGE_HUMAN	Bisphosphoglycerate mutase (BPGM) (EC 5.4.2.4) (2,3-bisphosphoglycerate mutase, erythrocyte) (2,3-bisphosphoglycerate synthase) (EC 5.4.2.11) (2,3-diphosphoglycerate mutase) (DPGM) (BPG-dependent PGAM)	BPGM	Homo sapiens (Human)	259	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity [GO:0046538]; bisphosphoglycerate mutase activity [GO:0004082]; hydrolase activity [GO:0016787]
CTSB	P07858	reviewed	CATB_HUMAN	Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	CTSB CPSB	Homo sapiens (Human)	339	collagen binding [GO:0005518]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; peptidase activity [GO:0008233]; proteoglycan binding [GO:0043394]
ZFY	P08048	reviewed	ZFY_HUMAN	Zinc finger Y-chromosomal protein	ZFY	Homo sapiens (Human)	801	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
PLEK	P08567	reviewed	PLEK_HUMAN	Pleckstrin (Platelet 47 kDa protein) (p47)	PLEK P47	Homo sapiens (Human)	350	phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; protein homodimerization activity [GO:0042803]; protein kinase C binding [GO:0005080]
MYL3	P08590	reviewed	MYL3_HUMAN	Myosin light chain 3 (Cardiac myosin light chain 1) (CMLC1) (Myosin light chain 1, slow-twitch muscle B/ventricular isoform) (MLC1SB) (Ventricular myosin alkali light chain) (Ventricular myosin light chain 1) (VLCl) (Ventricular/slow twitch myosin alkali light chain) (MLC-lV/sb)	MYL3	Homo sapiens (Human)	195	actin monomer binding [GO:0003785]; calcium ion binding [GO:0005509]; myosin II heavy chain binding [GO:0032038]; structural constituent of muscle [GO:0008307]
RPS17	P08708	reviewed	RS17_HUMAN	Small ribosomal subunit protein eS17 (40S ribosomal protein S17)	RPS17 RPS17L	Homo sapiens (Human)	135	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
GNAI3	P08754	reviewed	GNAI3_HUMAN	Guanine nucleotide-binding protein G(i) subunit alpha-3 (G(i) alpha-3)	GNAI3	Homo sapiens (Human)	354	G protein-coupled receptor binding [GO:0001664]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]
TACSTD2	P09758	reviewed	TACD2_HUMAN	Tumor-associated calcium signal transducer 2 (Cell surface glycoprotein Trop-2) (Membrane component chromosome 1 surface marker 1) (Pancreatic carcinoma marker protein GA733-1)	TACSTD2 GA733-1 M1S1 TROP2	Homo sapiens (Human)	323	
PARP1	P09874	reviewed	PARP1_HUMAN	Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-) [Cleaved into: Poly [ADP-ribose] polymerase 1, processed C-terminus (Poly [ADP-ribose] polymerase 1, 89-kDa form); Poly [ADP-ribose] polymerase 1, processed N-terminus (NT-PARP-1) (Poly [ADP-ribose] polymerase 1, 24-kDa form) (Poly [ADP-ribose] polymerase 1, 28-kDa form)]	PARP1 ADPRT PPOL	Homo sapiens (Human)	1014	chromatin binding [GO:0003682]; damaged DNA binding [GO:0003684]; DNA binding [GO:0003677]; enzyme binding [GO:0019899]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; NAD binding [GO:0051287]; NAD DNA ADP-ribosyltransferase activity [GO:0140294]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; NAD+- protein-aspartate ADP-ribosyltransferase activity [GO:0140806]; NAD+-histone H2BE35 glutamate ADP-ribosyltransferase activity [GO:0140822]; NAD+-histone H2BS6 serine ADP-ribosyltransferase activity [GO:0140816]; NAD+-histone H3S10 serine ADP-ribosyltransferase activity [GO:0140817]; NAD+-protein ADP-ribosyltransferase activity [GO:1990404]; NAD+-protein-glutamate ADP-ribosyltransferase activity [GO:0140807]; NAD+-protein-histidine ADP-ribosyltransferase activity [GO:0140815]; NAD+-protein-serine ADP-ribosyltransferase activity [GO:0140805]; NAD+-protein-tyrosine ADP-ribosyltransferase activity [GO:0140808]; nuclear estrogen receptor binding [GO:0030331]; nucleosome binding [GO:0031491]; nucleotidyltransferase activity [GO:0016779]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; R-SMAD binding [GO:0070412]; RNA binding [GO:0003723]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription regulator activator activity [GO:0140537]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]
