sample,spot_id,pixels,mean_intensity,centroid_r,centroid_c,microns
Control-roi-01,491,32,0.053810941,712,364,0.057873463
Control-roi-01,492,43,0.057628003,713,547,0.077767466
Control-roi-01,493,72,0.057507227,717,575,0.130215292
Control-roi-01,494,27,0.053410533,712,951,0.048830735
Control-roi-01,495,44,0.05962983,714,532,0.079576012
Control-roi-01,496,52,0.095378277,716,927,0.094044378
Control-roi-01,497,49,0.07925754,717,897,0.088618741
Control-roi-01,498,46,0.066371438,718,612,0.083193104
Control-roi-01,499,37,0.068469293,718,980,0.066916192
Control-roi-01,500,21,0.041351223,717,991,0.03797946
Control-roi-01,501,18,0.029874622,718,344,0.032553823
Control-roi-01,502,21,0.031954572,719,561,0.03797946
Control-roi-01,503,30,0.052798759,720,952,0.054256372
Control-roi-01,504,23,0.050778708,722,943,0.041596552
Control-roi-01,505,37,0.082259325,724,935,0.066916192
Control-roi-01,506,37,0.067493541,725,367,0.066916192
Control-roi-01,507,18,0.028993837,726,334,0.032553823
Control-roi-01,508,26,0.049126421,727,356,0.047022189
Control-roi-01,509,18,0.032337258,730,572,0.032553823
Control-roi-01,510,15,0.038027517,732,350,0.027128186
Control-roi-01,511,16,0.034856374,732,926,0.028936732
Control-roi-01,512,28,0.032434686,732,994,0.05063928
Control-roi-01,513,65,0.098903346,734,895,0.117555472
Control-roi-01,514,34,0.041200257,734,327,0.061490555
Control-roi-01,515,35,0.046420996,740,309,0.063299101
Control-roi-01,516,30,0.064592966,740,885,0.054256372
Control-roi-01,517,21,0.041376654,740,909,0.03797946
Control-roi-01,518,9,0.036920051,740,373,0.016276912
Control-roi-01,519,54,0.058470594,748,371,0.097661469
Control-roi-01,520,15,0.051891864,744,894,0.027128186
Control-roi-01,521,26,0.033017589,746,920,0.047022189
Control-roi-01,522,22,0.034015134,747,297,0.039788006
Control-roi-01,523,26,0.042300943,747,345,0.047022189
Control-roi-01,524,9,0.031065673,749,333,0.016276912
Control-roi-01,525,43,0.05986753,751,359,0.077767466
Control-roi-01,526,57,0.070211311,751,934,0.103087107
Control-roi-01,527,16,0.035007057,750,906,0.028936732
Control-roi-01,528,25,0.041038834,752,895,0.045213643
Control-roi-01,529,26,0.03310973,752,1007,0.047022189
Control-roi-01,530,40,0.066456855,754,316,0.072341829
Control-roi-01,531,49,0.069886009,757,993,0.088618741
Control-roi-01,532,31,0.041637441,757,1211,0.056064918
Control-roi-01,533,18,0.038589219,756,346,0.032553823
Control-roi-01,534,32,0.056448844,761,328,0.057873463
Control-roi-01,535,27,0.03740721,762,890,0.048830735
Control-roi-01,536,19,0.03638313,762,1617,0.034362369
Control-roi-01,537,30,0.03908395,765,356,0.054256372
Control-roi-01,538,18,0.028585234,765,1607,0.032553823
Control-roi-01,539,48,0.063929898,770,1193,0.086810195
Control-roi-01,540,31,0.037214785,771,935,0.056064918
Control-roi-01,541,9,0.031652298,770,325,0.016276912
Control-roi-01,542,9,0.030874088,776,320,0.016276912
Control-roi-01,543,44,0.042304251,777,947,0.079576012
Control-roi-01,544,16,0.034182116,778,312,0.028936732
Control-roi-01,545,18,0.035016912,778,1204,0.032553823
Control-roi-01,546,12,0.02603062,778,290,0.021702549
Control-roi-01,547,30,0.040881463,781,1175,0.054256372
Control-roi-01,548,31,0.042354615,781,328,0.056064918
Control-roi-01,549,12,0.022529946,780,1606,0.021702549
Control-roi-01,550,73,0.062095858,784,1622,0.132023838
Control-roi-01,551,28,0.047251741,782,1192,0.05063928
Control-roi-01,552,42,0.051856333,783,1217,0.075958921
Control-roi-01,553,18,0.026979646,782,1271,0.032553823
Control-roi-01,554,43,0.048881035,784,343,0.077767466
Control-roi-01,555,12,0.031788357,785,318,0.021702549
Control-roi-01,556,15,0.031463086,786,298,0.027128186
Control-roi-01,557,9,0.022978392,786,359,0.016276912
Control-roi-01,558,9,0.030373931,788,1175,0.016276912
Control-roi-01,559,9,0.025367276,791,1204,0.016276912
Control-roi-01,560,18,0.030965642,793,1244,0.032553823
Control-roi-01,561,31,0.042338863,794,315,0.056064918
Control-roi-01,562,12,0.026792299,794,1210,0.021702549
Control-roi-01,563,18,0.032204166,796,330,0.032553823
Control-roi-01,564,34,0.051504584,799,296,0.061490555
Control-roi-01,565,40,0.055544747,801,1174,0.072341829
Control-roi-01,566,23,0.043953281,801,1224,0.041596552
Control-roi-01,567,21,0.034757145,802,1235,0.03797946
Control-roi-01,568,40,0.044863432,808,307,0.072341829
Control-roi-01,569,19,0.033556998,809,1181,0.034362369
Control-roi-01,570,27,0.033337007,809,1248,0.048830735
Control-roi-01,571,42,0.065608708,814,948,0.075958921
Control-roi-01,572,23,0.036035175,815,293,0.041596552
Control-roi-01,573,57,0.041794461,819,321,0.103087107
Control-roi-01,574,21,0.04685101,821,941,0.03797946
Control-roi-01,575,37,0.056121033,823,956,0.066916192
Control-roi-01,576,19,0.03674774,824,973,0.034362369
Control-roi-01,577,35,0.031214727,826,1611,0.063299101
Control-roi-01,578,36,0.043174979,829,299,0.065107646
Control-roi-01,579,28,0.0556175,830,943,0.05063928
Control-roi-01,580,19,0.02406669,831,1638,0.034362369
Control-roi-01,581,47,0.063820697,836,969,0.085001649
Control-roi-01,582,20,0.031993591,836,283,0.036170915
Control-roi-01,583,27,0.036747116,836,306,0.048830735
Control-roi-01,584,29,0.052617843,837,982,0.052447826
Control-roi-01,585,18,0.030062816,840,292,0.032553823
Control-roi-01,586,18,0.027918076,843,1614,0.032553823
Control-roi-01,587,28,0.035042889,846,1648,0.05063928
Control-roi-01,588,12,0.032304621,846,964,0.021702549
Control-roi-01,589,57,0.054281695,852,1630,0.103087107
Control-roi-01,590,26,0.035179088,850,988,0.047022189
Control-roi-01,591,15,0.034410112,852,971,0.027128186
Control-roi-01,592,9,0.023422599,854,1350,0.016276912
Control-roi-01,593,22,0.032434438,858,875,0.039788006
Control-roi-01,594,9,0.020937073,858,293,0.016276912
Control-roi-01,595,15,0.025959665,862,1339,0.027128186
Control-roi-01,596,26,0.032719451,864,1196,0.047022189
Control-roi-01,597,28,0.046513858,865,884,0.05063928
Control-roi-01,598,48,0.056472368,871,872,0.086810195
Control-roi-01,599,38,0.046151313,870,1166,0.068724738
Control-roi-01,600,59,0.071326358,875,904,0.106704198
Control-roi-01,601,31,0.051527748,878,889,0.056064918
Control-roi-01,602,31,0.055690015,884,877,0.056064918
Control-roi-01,603,62,0.061928002,886,865,0.112129835
Control-roi-01,604,48,0.047530582,887,895,0.086810195
Control-roi-01,605,33,0.042560186,891,917,0.059682009
Control-roi-01,606,16,0.043306058,894,878,0.028936732
Control-roi-01,607,45,0.057261006,897,907,0.081384558
Control-roi-01,608,53,0.06453645,899,889,0.095852924
Control-roi-01,609,33,0.036980471,902,1158,0.059682009
Control-roi-01,610,44,0.04914168,915,1830,0.079576012
Control-roi-01,611,28,0.040040763,916,1807,0.05063928
Control-roi-01,612,20,0.030289158,918,1790,0.036170915
Control-roi-01,613,21,0.030781807,924,1795,0.03797946
Control-roi-01,614,15,0.028864983,923,1822,0.027128186
Control-roi-01,615,31,0.029574938,932,1591,0.056064918
Control-roi-01,616,32,0.04754902,933,668,0.057873463
Control-roi-01,617,15,0.024786755,933,652,0.027128186
Control-roi-01,618,29,0.051205068,935,1835,0.052447826
Control-roi-01,619,21,0.029253725,944,1821,0.03797946
Control-roi-01,620,12,0.03463798,944,656,0.021702549
Control-roi-01,621,18,0.033813993,946,664,0.032553823
Control-roi-01,622,33,0.048084877,947,1835,0.059682009
Control-roi-01,623,42,0.048023048,954,651,0.075958921
Control-roi-01,624,19,0.031162135,959,593,0.034362369
Control-roi-01,625,15,0.036196434,962,660,0.027128186
Control-roi-01,626,26,0.035397409,964,1589,0.047022189
Control-roi-01,627,67,0.060779417,968,583,0.121172564
Control-roi-01,628,35,0.040664857,967,1826,0.063299101
Control-roi-01,629,36,0.041396879,967,1602,0.065107646
Control-roi-01,630,36,0.060459212,969,649,0.065107646
Control-roi-01,631,37,0.047264202,970,1511,0.066916192
Control-roi-01,632,10,0.035614557,970,1838,0.018085457
Control-roi-01,633,9,0.02542153,970,1500,0.016276912
Control-roi-01,634,43,0.086561237,976,615,0.077767466
Control-roi-01,635,59,0.066102859,980,657,0.106704198
Control-roi-01,636,53,0.084910411,982,638,0.095852924
Control-roi-01,637,27,0.050046766,982,606,0.048830735
Control-roi-01,638,41,0.064557572,984,625,0.074150375
Control-roi-01,639,50,0.095004196,985,672,0.090427286
Control-roi-01,640,19,0.025538784,984,1599,0.034362369
Control-roi-01,641,15,0.041794461,985,1837,0.027128186
Control-roi-01,642,80,0.050059892,988,1525,0.144683658
Control-roi-01,643,20,0.044137484,986,588,0.036170915
Control-roi-01,644,39,0.063276816,988,650,0.070533283
Control-roi-01,645,54,0.080326882,992,598,0.097661469
Control-roi-01,646,15,0.027144783,994,680,0.027128186
Control-roi-01,647,51,0.079599436,998,662,0.092235832
Control-roi-01,648,32,0.047831788,999,614,0.057873463
Control-roi-01,649,47,0.063378185,1001,631,0.085001649
Control-roi-01,650,9,0.021749193,1000,1511,0.016276912
Control-roi-01,651,27,0.036690036,1002,492,0.048830735
Control-roi-01,652,27,0.047483816,1006,517,0.048830735
Control-roi-01,653,43,0.081941302,1007,641,0.077767466
Control-roi-01,654,61,0.059441145,1014,505,0.110321289
Control-roi-01,655,30,0.038183159,1013,619,0.054256372
Control-roi-01,656,9,0.030782534,1012,492,0.016276912
Control-roi-01,657,15,0.026679891,1012,527,0.027128186
Control-roi-01,658,38,0.048782691,1016,645,0.068724738
Control-roi-01,659,14,0.02417356,1016,1516,0.02531964
Control-roi-01,660,29,0.04218646,1018,517,0.052447826
Control-roi-01,661,20,0.02813611,1019,468,0.036170915
Control-roi-01,662,36,0.057980045,1023,481,0.065107646
Control-roi-01,663,23,0.035724024,1025,630,0.041596552
Control-roi-01,664,19,0.050111431,1028,491,0.034362369
Control-roi-01,665,32,0.06672055,1029,498,0.057873463
Control-roi-01,666,12,0.031987996,1029,542,0.021702549
Control-roi-01,667,32,0.048666266,1031,552,0.057873463
Control-roi-01,668,58,0.066130233,1033,521,0.104895652
Control-roi-01,669,9,0.029716097,1031,638,0.016276912
Control-roi-01,670,43,0.042726326,1035,1552,0.077767466
Control-roi-01,671,19,0.031581357,1034,534,0.034362369
Control-roi-01,672,21,0.040291084,1041,637,0.03797946
Control-roi-01,673,49,0.055480558,1043,498,0.088618741
Control-roi-01,674,23,0.039771645,1042,508,0.041596552
Control-roi-01,675,35,0.052828042,1043,551,0.063299101
Control-roi-01,676,33,0.049613554,1043,628,0.059682009
Control-roi-01,677,9,0.025643634,1049,485,0.016276912
Control-roi-01,678,26,0.032551602,1050,1556,0.047022189
Control-roi-01,679,34,0.051654033,1055,543,0.061490555
Control-roi-01,680,35,0.041132655,1055,645,0.063299101
Control-roi-01,681,19,0.027871808,1056,555,0.034362369
Control-roi-01,682,26,0.048938031,1057,500,0.047022189
Control-roi-01,683,12,0.024596272,1056,528,0.021702549
Control-roi-01,684,16,0.044685092,1064,500,0.028936732
Control-roi-01,685,38,0.0583248,1066,509,0.068724738
Control-roi-01,686,35,0.057449781,1066,522,0.063299101
Control-roi-01,687,46,0.036066357,1070,598,0.083193104
Control-roi-01,688,29,0.036676901,1070,614,0.052447826
Control-roi-01,689,28,0.028027553,1073,1024,0.05063928
Control-roi-01,690,44,0.05055522,1076,624,0.079576012
Control-roi-01,691,31,0.048717135,1078,638,0.056064918
Control-roi-01,692,52,0.044932831,1082,185,0.094044378
Control-roi-01,693,37,0.054812881,1082,591,0.066916192
Control-roi-01,694,41,0.061106428,1088,633,0.074150375
Control-roi-01,695,77,0.062021384,1091,1032,0.139258021
Control-roi-01,696,41,0.066607491,1090,598,0.074150375
Control-roi-01,697,21,0.028036636,1089,652,0.03797946
Control-roi-01,698,9,0.023473462,1090,619,0.016276912
Control-roi-01,699,40,0.083405432,1092,639,0.072341829
Control-roi-01,700,60,0.054445462,1095,230,0.108512744
Control-roi-01,701,37,0.03825478,1094,1629,0.066916192
Control-roi-01,702,34,0.044113384,1096,1203,0.061490555
Control-roi-01,703,22,0.034343897,1097,588,0.039788006
Control-roi-01,704,12,0.039091071,1096,627,0.021702549
Control-roi-01,705,9,0.035921433,1101,253,0.016276912
Control-roi-01,706,21,0.029582884,1103,217,0.03797946
Control-roi-01,707,45,0.109077253,1105,240,0.081384558
Control-roi-01,708,31,0.044817224,1105,1635,0.056064918
Control-roi-01,709,34,0.041349705,1105,1652,0.061490555
Control-roi-01,710,31,0.036707792,1106,176,0.056064918
Control-roi-01,711,48,0.051953155,1108,251,0.086810195
Control-roi-01,712,23,0.029165298,1108,1207,0.041596552
Control-roi-01,713,26,0.032441267,1107,1609,0.047022189
Control-roi-01,714,44,0.101017499,1113,235,0.079576012
Control-roi-01,715,35,0.044159609,1114,1194,0.063299101
Control-roi-01,716,52,0.091369556,1120,208,0.094044378
Control-roi-01,717,52,0.072243839,1122,174,0.094044378
Control-roi-01,718,38,0.054145033,1123,1613,0.068724738
Control-roi-01,719,36,0.043342828,1124,1215,0.065107646
Control-roi-01,720,26,0.054394892,1126,190,0.047022189
Control-roi-01,721,50,0.097340658,1127,232,0.090427286
Control-roi-01,722,48,0.056649119,1130,219,0.086810195
Control-roi-01,723,31,0.03697704,1127,1302,0.056064918
Control-roi-01,724,34,0.070153802,1128,198,0.061490555
Control-roi-01,725,19,0.039017319,1130,1197,0.034362369
Control-roi-01,726,27,0.044243817,1130,1290,0.048830735
Control-roi-01,727,92,0.066910645,1133,254,0.166386207
Control-roi-01,728,32,0.042700942,1132,1619,0.057873463
Control-roi-01,729,33,0.069539987,1135,209,0.059682009
Control-roi-01,730,36,0.048307096,1137,1310,0.065107646
Control-roi-01,731,50,0.067647822,1139,1190,0.090427286
Control-roi-01,732,48,0.064028127,1139,1215,0.086810195
Control-roi-01,733,47,0.059226433,1140,1293,0.085001649
Control-roi-01,734,47,0.074970172,1142,226,0.085001649
Control-roi-01,735,56,0.071359088,1143,201,0.101278561
Control-roi-01,736,12,0.046444648,1142,216,0.021702549
Control-roi-01,737,38,0.043136853,1145,1282,0.068724738
Control-roi-01,738,20,0.031312276,1144,1249,0.036170915
Control-roi-01,739,75,0.052401109,1152,250,0.13564093
Control-roi-01,740,28,0.040029319,1150,236,0.05063928
Control-roi-01,741,27,0.04560526,1150,1218,0.048830735
Control-roi-01,742,18,0.03865195,1150,1260,0.032553823
Control-roi-01,743,30,0.04089367,1150,1301,0.054256372
Control-roi-01,744,25,0.093079423,1153,221,0.045213643
Control-roi-01,745,61,0.082606841,1156,211,0.110321289
Control-roi-01,746,38,0.068106235,1156,1267,0.068724738
Control-roi-01,747,59,0.054938427,1159,175,0.106704198
Control-roi-01,748,36,0.044226156,1158,1204,0.065107646
Control-roi-01,749,51,0.106628549,1161,225,0.092235832
Control-roi-01,750,32,0.050341421,1162,1299,0.057873463
Control-roi-01,751,9,0.029902597,1162,270,0.016276912
Control-roi-01,752,47,0.058783921,1164,1249,0.085001649
Control-roi-01,753,37,0.068101427,1164,1261,0.066916192
Control-roi-01,754,49,0.073365066,1168,262,0.088618741
Control-roi-01,755,35,0.057918451,1168,1291,0.063299101
Control-roi-01,756,30,0.062971949,1170,217,0.054256372
Control-roi-01,757,49,0.053338067,1172,1270,0.088618741
Control-roi-01,758,24,0.032626332,1170,1213,0.043405097
Control-roi-01,759,15,0.035177132,1172,1224,0.027128186
Control-roi-01,760,52,0.083319835,1176,187,0.094044378
Control-roi-01,761,73,0.055182058,1177,1300,0.132023838
Control-roi-01,762,19,0.027187561,1176,173,0.034362369
Control-roi-01,763,54,0.071014358,1178,212,0.097661469
Control-roi-01,764,9,0.027723947,1176,198,0.016276912
Control-roi-01,765,18,0.041245136,1177,1228,0.032553823
Control-roi-01,766,42,0.041722526,1181,274,0.075958921
Control-roi-01,767,61,0.076095491,1183,229,0.110321289
Control-roi-01,768,12,0.047219043,1181,1276,0.021702549
Control-roi-01,769,33,0.04500163,1183,1216,0.059682009
Control-roi-01,770,37,0.042321516,1183,1250,0.066916192
Control-roi-01,771,58,0.052478933,1188,261,0.104895652
Control-roi-01,772,29,0.050021705,1185,1227,0.052447826
Control-roi-01,773,23,0.05668992,1186,1279,0.041596552
Control-roi-01,774,31,0.050609746,1188,1270,0.056064918
Control-roi-01,775,18,0.029384638,1191,108,0.032553823
Control-roi-01,776,53,0.062172165,1193,182,0.095852924
Control-roi-01,777,28,0.038943204,1192,284,0.05063928
Control-roi-01,778,26,0.033963061,1194,1188,0.047022189
Control-roi-01,779,42,0.068374587,1195,1284,0.075958921
Control-roi-01,780,51,0.054469023,1198,1200,0.092235832
Control-roi-01,781,50,0.052740368,1197,1230,0.090427286
Control-roi-01,782,9,0.03653688,1197,1273,0.016276912
Control-roi-01,783,43,0.057107777,1200,274,0.077767466
Control-roi-01,784,46,0.051574167,1201,1303,0.083193104
Control-roi-01,785,25,0.033723049,1201,119,0.045213643
Control-roi-01,786,30,0.033576969,1202,249,0.054256372
Control-roi-01,787,106,0.052839114,1206,1253,0.191705847
Control-roi-01,788,12,0.035291574,1201,1218,0.021702549
Control-roi-01,789,40,0.044058137,1207,228,0.072341829
Control-roi-01,790,19,0.035844246,1205,1275,0.034362369
Control-roi-01,791,29,0.037708726,1208,1196,0.052447826
Control-roi-01,792,53,0.046855562,1211,1222,0.095852924
Control-roi-01,793,39,0.048794439,1213,258,0.070533283
Control-roi-01,794,12,0.033246866,1213,1190,0.021702549
Control-roi-01,795,54,0.054966953,1216,1266,0.097661469
Control-roi-01,796,31,0.040813454,1215,1299,0.056064918
Control-roi-01,797,19,0.03144001,1217,95,0.034362369
Control-roi-01,798,33,0.041777352,1220,1168,0.059682009
Control-roi-01,799,32,0.038096532,1221,1154,0.057873463
Control-roi-01,800,49,0.041928989,1223,1210,0.088618741
Control-roi-01,801,40,0.042108415,1222,1285,0.072341829
Control-roi-01,802,9,0.027757856,1224,1233,0.016276912
Control-roi-01,803,37,0.045833153,1226,1243,0.066916192
Control-roi-01,804,69,0.080640614,1230,231,0.124789655
Control-roi-01,805,45,0.068459432,1229,252,0.081384558
Control-roi-01,806,30,0.045437807,1229,1259,0.054256372
Control-roi-01,807,15,0.024948501,1230,110,0.027128186
Control-roi-01,808,30,0.041775642,1233,1225,0.054256372
Control-roi-01,809,24,0.035063325,1234,1179,0.043405097
Control-roi-01,810,15,0.028489611,1233,1291,0.027128186
Control-roi-01,811,16,0.031531815,1234,670,0.028936732
Control-roi-01,812,19,0.027292768,1235,1281,0.034362369
Control-roi-01,813,118,0.108180517,1240,1722,0.213408396
Control-roi-01,814,22,0.040763783,1236,1248,0.039788006
Control-roi-01,815,15,0.038021413,1237,249,0.027128186
Control-roi-01,816,25,0.044010071,1237,1238,0.045213643
